Paper,AMEND,Age,Area,Body Type,Cortisol Exercise Cleaning,Created time,Effect,Files & media,Fitness Cleaning,Funding Notes,Label,Last edited time,Meta Checked,NULL,Number of Participants,Participants Cortisol,Participants Inflammation,"Participants Muscle Damage ",Participants Muscle Soreness,Participants Oxidative Stress,Participants Pain,Participants Sleep Quality,Product,Related to Results (1) (Research Papers ),Related to Results (1) (Research Papers ) 1,Results,Sex,Source,Studies Cortisol,Studies Inflammation,Studies Muscle Damage,Studies Muscle Soreness,Studies Oxidative Stress,Studies Pain,Studies Sleep Quality,Supplement,TLDR,Trial Design,Trial Length,URL,Year,⭕ Confidence,💊 Supplements
https://pubmed.ncbi.nlm.nih.gov/22359078,No,"18-29, 30-44","Mood,Migraines","• Healthy Weight, Overweight
•",No,"July 5, 2023 6:08 PM",Decrease,,No,,"Mood,Migraines","April 15, 2025 5:55 PM",No,No,128,0,0,0,0,0,0,0,,"Vitex agnus castus significantly reduced symptoms such as headache, anger, irritability, depression, breast fullness and bloating, and tympani in women with premenstrual syndrome, as compared to placebo. (https://www.notion.so/Vitex-agnus-castus-significantly-reduced-symptoms-such-as-headache-anger-irritability-depression--6734e3e5505f47a4b54c900bc69e8773?pvs=21), Vitex agnus castus significantly reduced symptoms such as headache, anger, irritability, depression, breast fullness and bloating, and tympani in women with premenstrual syndrome, as compared to placebo. (https://www.notion.so/Vitex-agnus-castus-significantly-reduced-symptoms-such-as-headache-anger-irritability-depression--65d7836b2bea4dceb9904cf93cbf7277?pvs=21)","Untitled (https://www.notion.so/8bd013b7c1534f71b9fab9b5d731aa32?pvs=21), Untitled (https://www.notion.so/adcbaf28f42f4bb7adbdde62bd99c648?pvs=21)","Vitex agnus castus significantly reduced symptoms such as headache, anger, irritability, depression, breast fullness and bloating, and tympani in women with premenstrual syndrome, as compared to placebo. (https://www.notion.so/Vitex-agnus-castus-significantly-reduced-symptoms-such-as-headache-anger-irritability-depression--37485d82857845ccbeb2fc574c9831d1?pvs=21), Vitex agnus castus significantly reduced symptoms such as headache, anger, irritability, depression, breast fullness and bloating, and tympani in women with premenstrual syndrome, as compared to placebo. (https://www.notion.so/Vitex-agnus-castus-significantly-reduced-symptoms-such-as-headache-anger-irritability-depression--6ebf84b06a06462f8d014f995b2905a2?pvs=21)",Female,"Depression Symptoms, Migraine Symptoms",0,0,0,0,0,0,0,Chaste Tree,,Double-blind,6+ Months,https://pubmed.ncbi.nlm.nih.gov/22359078,,"✅,✅",Chaste Tree (https://www.notion.so/Chaste-Tree-1d659c2aeec5819c8a12ecf47ce38437?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/2142699,No,"65+, 18-29, 30-44, 45-64",Mood,,No,"July 5, 2023 6:12 PM",None,,No,,Mood,"April 17, 2025 4:32 PM",No,No,65,0,0,0,0,0,0,0,,There was no evidence found in the study that L-tyrosine had any antidepressant activity. (https://www.notion.so/There-was-no-evidence-found-in-the-study-that-L-tyrosine-had-any-antidepressant-activity-f4f9da2b497442a3bfa9033900f2bee9?pvs=21),Untitled (https://www.notion.so/3ecd74759bdf4db9b7b3997d6ec9b827?pvs=21),There was no evidence found in the study that L-tyrosine had any antidepressant activity. (https://www.notion.so/There-was-no-evidence-found-in-the-study-that-L-tyrosine-had-any-antidepressant-activity-33bb0a8aa67e4685b0d830f6cf8c9605?pvs=21),Both sexes,Depression Symptoms,0,0,0,0,0,0,0,L-Tyrosine,,Randomized controlled trial,2-4 Weeks,https://pubmed.ncbi.nlm.nih.gov/2142699,,✅,L-Tyrosine (https://www.notion.so/L-Tyrosine-1d659c2aeec5813c838febb5595c5add?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/20028599,No,65+,"Cognitive Decline,Mood",,No,"July 5, 2023 6:18 PM",Increase,,No,"Funding and material support was provided by Welch Foods, Inc.","Cognitive Decline,Mood","April 17, 2025 4:19 PM",No,No,12,0,0,0,0,0,0,0,,"There was no appreciable effect of the intervention on depressive symptoms and no effect on weight or waist circumference (https://www.notion.so/There-was-no-appreciable-effect-of-the-intervention-on-depressive-symptoms-and-no-effect-on-weight-o-6d5692ea5c0e475bbfaad09e2e9b2b4d?pvs=21), This study showed that drinking Concord grape juice for 12 weeks can help older adults remember things better. (https://www.notion.so/This-study-showed-that-drinking-Concord-grape-juice-for-12-weeks-can-help-older-adults-remember-thin-83051b0a1c0a45e2a9b6a019bb3c6b93?pvs=21)",Untitled (https://www.notion.so/24513240817a454699da4de852f238ed?pvs=21),"This study showed that drinking Concord grape juice for 12 weeks can help older adults remember things better. (https://www.notion.so/This-study-showed-that-drinking-Concord-grape-juice-for-12-weeks-can-help-older-adults-remember-thin-c3fc87c80a1e4fcaabccf8981107e873?pvs=21), There was no appreciable effect of the intervention on depressive symptoms and no effect on weight or waist circumference (https://www.notion.so/There-was-no-appreciable-effect-of-the-intervention-on-depressive-symptoms-and-no-effect-on-weight-o-130df2c035e94f24a3046664e020c8b1?pvs=21)",Both sexes,"Depression Symptoms, Memory",0,0,0,0,0,0,0,Grape Juice,,Randomized controlled trial,1-6 Months,,,"✅,✅",Grape Juice (https://www.notion.so/Grape-Juice-1d659c2aeec58166a4f2c30c78ea1115?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/22468945,No,65+,Cognitive Decline,,No,"July 5, 2023 6:19 PM",Increase,,No,"Material and funding support provided by Welch Foods, Inc., Concord, MA, USA. No authors reported conflicts of interest.",Cognitive Decline,"April 17, 2025 4:19 PM",No,No,21,0,0,0,0,0,0,0,,Drinking Concord grape juice improved memory and brain activity in older adults who were experiencing a bit of memory loss. (https://www.notion.so/Drinking-Concord-grape-juice-improved-memory-and-brain-activity-in-older-adults-who-were-experiencin-65bf75b7000c46c6baf396069103da7c?pvs=21),Untitled (https://www.notion.so/33adef0bae3e429abe0f09810ff8f0d9?pvs=21),Drinking Concord grape juice improved memory and brain activity in older adults who were experiencing a bit of memory loss. (https://www.notion.so/Drinking-Concord-grape-juice-improved-memory-and-brain-activity-in-older-adults-who-were-experiencin-370808b23fc4439dba9f775e204e6565?pvs=21),n/a,"Depression Symptoms, Memory",0,0,0,0,0,0,0,Grape Juice,,Randomized controlled trial,1-6 Months,https://pubmed.ncbi.nlm.nih.gov/22468945,,✅,Grape Juice (https://www.notion.so/Grape-Juice-1d659c2aeec58166a4f2c30c78ea1115?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/12804463,No,"18-29, 30-44, 45-64","Mood,Mood",Healthy Weight,No,"July 5, 2023 6:24 PM",Decrease,,No,,"Mood,Mood","January 30, 2024 11:54 AM",Yes,No,3,0,0,0,0,0,0,0,," When people who are being treated for depression also took folate, it helped make their symptoms better. However, when folate was used alone instead of other antidepressant medicines, it did not show a clear benefit.  (https://www.notion.so/When-people-who-are-being-treated-for-depression-also-took-folate-it-helped-make-their-symptoms-bet-960e8570a8a94912ba3a3d4e1c10aa04?pvs=21),  When people who are being treated for depression also took folate, it helped make their symptoms better. However, when folate was used alone instead of other antidepressant medicines, it did not show a clear benefit.  (https://www.notion.so/When-people-who-are-being-treated-for-depression-also-took-folate-it-helped-make-their-symptoms-bet-fc9274ee75dd4ed388881adaa2a96e1f?pvs=21)","Untitled (https://www.notion.so/6c676395a73e46e99d1cdc74a4360124?pvs=21), Untitled (https://www.notion.so/d9ff634460414d7d9da65bda2636b8a3?pvs=21)"," When people who are being treated for depression also took folate, it helped make their symptoms better. However, when folate was used alone instead of other antidepressant medicines, it did not show a clear benefit.  (https://www.notion.so/When-people-who-are-being-treated-for-depression-also-took-folate-it-helped-make-their-symptoms-bet-468fdfcf14af466eaa2a111c4aabbac8?pvs=21),  When people who are being treated for depression also took folate, it helped make their symptoms better. However, when folate was used alone instead of other antidepressant medicines, it did not show a clear benefit.  (https://www.notion.so/When-people-who-are-being-treated-for-depression-also-took-folate-it-helped-make-their-symptoms-bet-42d9a6b143a943c09c04e8d8486225f5?pvs=21)",Both sexes,Depression Symptoms,0,0,0,0,0,0,0,Folic Acid,,Meta-analysis,n/a,https://pubmed.ncbi.nlm.nih.gov/12804463,,"✅,🚩",
https://pubmed.ncbi.nlm.nih.gov/1974941,No,"18-29, 30-44",Mood,,No,"July 5, 2023 6:25 PM",Decrease,,No,,Mood,"July 5, 2023 6:27 PM",No,No,123,0,0,0,0,0,0,0,,"This study found that taking a supplement called methylfolate can really help patients with serious mental health conditions like depression or schizophrenia feel and interact better, especially when used along with their usual treatment. (https://www.notion.so/This-study-found-that-taking-a-supplement-called-methylfolate-can-really-help-patients-with-serious--f18970c2298b4e7f9ae068bee69cd94b?pvs=21)",Untitled (https://www.notion.so/f157dbf5f17842a4a5033e0f01d78698?pvs=21),"This study found that taking a supplement called methylfolate can really help patients with serious mental health conditions like depression or schizophrenia feel and interact better, especially when used along with their usual treatment. (https://www.notion.so/This-study-found-that-taking-a-supplement-called-methylfolate-can-really-help-patients-with-serious--477f1557dc324e1fa5199cfe30e8aeba?pvs=21)",Both sexes,Depression Symptoms,0,0,0,0,0,0,0,Folic Acid,,Randomized controlled trial,6+ Months,https://pubmed.ncbi.nlm.nih.gov/1974941,,✅,
https://pubmed.ncbi.nlm.nih.gov/30106880,No,,"Mood,Mitochondrial Function,Inflammation,Oxidative Stress",,No,"July 5, 2023 6:28 PM",Decrease,,No,,"Mood,Mitochondrial Function,Inflammation,Oxidative Stress","April 18, 2025 4:23 PM",No,No,89,0,89,0,0,89,0,0,,"More specifically, it seems that coenzyme Q10 (CoQ10), a mitochondrial modulator, as well as an antioxidant and anti-inflammatory agent, might be effective in modulating these pathophysiological pathways. (https://www.notion.so/More-specifically-it-seems-that-coenzyme-Q10-CoQ10-a-mitochondrial-modulator-as-well-as-an-anti-0e8e7f3357a843b086e84d078961d809?pvs=21), The study tested if adding a supplement called Coenzyme Q10 (CoQ10) to usual depression treatments would help patients with Bipolar Disorder feel better. They found that after 8 weeks, patients taking CoQ10 had improved depression symptoms more than those not taking the supplement.  (https://www.notion.so/The-study-tested-if-adding-a-supplement-called-Coenzyme-Q10-CoQ10-to-usual-depression-treatments-w-87d034344940470e9bc43b73181b38ce?pvs=21), More specifically, it seems that coenzyme Q10 (CoQ10), a mitochondrial modulator, as well as an antioxidant and anti-inflammatory agent, might be effective in modulating these pathophysiological pathways. (https://www.notion.so/More-specifically-it-seems-that-coenzyme-Q10-CoQ10-a-mitochondrial-modulator-as-well-as-an-anti-df4dc6c4841f4e4bb48f2db401435586?pvs=21), More specifically, it seems that coenzyme Q10 (CoQ10), a mitochondrial modulator, as well as an antioxidant and anti-inflammatory agent, might be effective in modulating these pathophysiological pathways. (https://www.notion.so/More-specifically-it-seems-that-coenzyme-Q10-CoQ10-a-mitochondrial-modulator-as-well-as-an-anti-405af12cf4214bc494088a7ac23d42dc?pvs=21)","Untitled (https://www.notion.so/11b0addb3a7645b2b63e2c3e62a631af?pvs=21), Untitled (https://www.notion.so/82c0f4573d4c47d2832aa5a0e16775db?pvs=21), Untitled (https://www.notion.so/ff0fe491aa364130ac65aa0ccd77f3ca?pvs=21)","The study tested if adding a supplement called Coenzyme Q10 (CoQ10) to usual depression treatments would help patients with Bipolar Disorder feel better. They found that after 8 weeks, patients taking CoQ10 had improved depression symptoms more than those not taking the supplement.  (https://www.notion.so/The-study-tested-if-adding-a-supplement-called-Coenzyme-Q10-CoQ10-to-usual-depression-treatments-w-67779ed0458849bdada24566b6af01fb?pvs=21), More specifically, it seems that coenzyme Q10 (CoQ10), a mitochondrial modulator, as well as an antioxidant and anti-inflammatory agent, might be effective in modulating these pathophysiological pathways. (https://www.notion.so/More-specifically-it-seems-that-coenzyme-Q10-CoQ10-a-mitochondrial-modulator-as-well-as-an-anti-b7799230afe5442b94620b36f7828cbb?pvs=21), More specifically, it seems that coenzyme Q10 (CoQ10), a mitochondrial modulator, as well as an antioxidant and anti-inflammatory agent, might be effective in modulating these pathophysiological pathways. (https://www.notion.so/More-specifically-it-seems-that-coenzyme-Q10-CoQ10-a-mitochondrial-modulator-as-well-as-an-anti-8759908f11184818ba88233efe51ad12?pvs=21), More specifically, it seems that coenzyme Q10 (CoQ10), a mitochondrial modulator, as well as an antioxidant and anti-inflammatory agent, might be effective in modulating these pathophysiological pathways. (https://www.notion.so/More-specifically-it-seems-that-coenzyme-Q10-CoQ10-a-mitochondrial-modulator-as-well-as-an-anti-5ed6a35021aa4e3d92bac948c3adc77c?pvs=21)",Both sexes,Depression Symptoms,0,1,0,0,1,0,0,Coenzyme Q10,,Randomized controlled trial,1-6 Months,https://pubmed.ncbi.nlm.nih.gov/30106880,,"✅,🚩,🚩,🚩",Coenzyme Q10 (https://www.notion.so/Coenzyme-Q10-1d659c2aeec58158bce3f79e8b38be05?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/19474138,No,,"Mood,Physical Fatigue ,Endurance Threshold",,No,"July 5, 2023 6:31 PM",Decrease,,Yes,,"Mood,Physical Fatigue ,Endurance Threshold","April 17, 2025 4:24 PM",No,No,219,0,0,0,0,0,0,0,,"Iron supplements can help female soldiers maintain their iron levels during basic combat training. These supplements can also boost mood and improve physical performance, such as running faster, especially in those who start with low iron levels. (https://www.notion.so/Iron-supplements-can-help-female-soldiers-maintain-their-iron-levels-during-basic-combat-training-T-b7c58391731448beb5cb56511de7d864?pvs=21), Iron supplements can help female soldiers maintain their iron levels during basic combat training. These supplements can also boost mood and improve physical performance, such as running faster, especially in those who start with low iron levels. (https://www.notion.so/Iron-supplements-can-help-female-soldiers-maintain-their-iron-levels-during-basic-combat-training-T-d2bff4a1ba154afa81efbd4f8af190bc?pvs=21), Iron supplements can help female soldiers maintain their iron levels during basic combat training. These supplements can also boost mood and improve physical performance, such as running faster, especially in those who start with low iron levels. (https://www.notion.so/Iron-supplements-can-help-female-soldiers-maintain-their-iron-levels-during-basic-combat-training-T-dc80fe18956649e7bf74ea8520d9cc69?pvs=21)","Untitled (https://www.notion.so/c3566f0f432547d2b092a85c08f013d5?pvs=21), Untitled (https://www.notion.so/e45b823b331a42789b7732a10741ec6f?pvs=21)","Iron supplements can help female soldiers maintain their iron levels during basic combat training. These supplements can also boost mood and improve physical performance, such as running faster, especially in those who start with low iron levels. (https://www.notion.so/Iron-supplements-can-help-female-soldiers-maintain-their-iron-levels-during-basic-combat-training-T-f71a1261257d4c3ebea82ae64cfc1a3c?pvs=21), Iron supplements can help female soldiers maintain their iron levels during basic combat training. These supplements can also boost mood and improve physical performance, such as running faster, especially in those who start with low iron levels. (https://www.notion.so/Iron-supplements-can-help-female-soldiers-maintain-their-iron-levels-during-basic-combat-training-T-2fb13fca07e84c6dae00677518fd387c?pvs=21), Iron supplements can help female soldiers maintain their iron levels during basic combat training. These supplements can also boost mood and improve physical performance, such as running faster, especially in those who start with low iron levels. (https://www.notion.so/Iron-supplements-can-help-female-soldiers-maintain-their-iron-levels-during-basic-combat-training-T-4adf6b2e45224bcb996b84e5ce4fed0d?pvs=21)",Female,"Aerobic Exercise Metrics, Depression Symptoms",0,0,0,0,0,0,0,Iron,,Randomized controlled trial,1-6 Months,https://pubmed.ncbi.nlm.nih.gov/19474138,,"✅,✅,✅",Iron (https://www.notion.so/Iron-1d659c2aeec581f8abe4e8ba2226ec68?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/26609167,No,"65+, 18-29, 30-44, 45-64","Mood,Oxidative Stress","Healthy Weight, Untrained",No,"July 5, 2023 6:34 PM",Decrease,,No,,"Mood,Oxidative Stress","April 18, 2025 4:18 PM",No,No,40,0,0,0,0,40,0,0,,Giving vitamin D supplements to patients with depression for eight weeks showed beneficial effects by reducing depression symptoms and improving glucose management and antioxidant levels in their bodies. (https://www.notion.so/Giving-vitamin-D-supplements-to-patients-with-depression-for-eight-weeks-showed-beneficial-effects-b-b0572ed13b0240f09ffc3ecd5521f77c?pvs=21),"Untitled (https://www.notion.so/4f335c2fd3bc4929bf430293f89160cd?pvs=21), Untitled (https://www.notion.so/e7dd87b9ba554b909390c366279431a7?pvs=21)","Giving vitamin D supplements to patients with depression for eight weeks showed beneficial effects by reducing depression symptoms and improving glucose management and antioxidant levels in their bodies. (https://www.notion.so/Giving-vitamin-D-supplements-to-patients-with-depression-for-eight-weeks-showed-beneficial-effects-b-5c4da2f4cc28403898e2d3f8bb7698e9?pvs=21), Giving vitamin D supplements to patients with depression for eight weeks showed beneficial effects by reducing depression symptoms and improving glucose management and antioxidant levels in their bodies. (https://www.notion.so/Giving-vitamin-D-supplements-to-patients-with-depression-for-eight-weeks-showed-beneficial-effects-b-9f01a418c38e4ea7a311c2e5c85d9ac7?pvs=21)",Both sexes,Depression Symptoms,0,0,0,0,1,0,0,Vitamin D,,Randomized controlled trial,1-6 Months,https://pubmed.ncbi.nlm.nih.gov/26609167,,"✅,✅",Vitamin D (https://www.notion.so/Vitamin-D-1d659c2aeec581c6b791ea70f980d9b2?pvs=21)
http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=8895125&fileId=S1601521512000201,No,"18-29, 30-44, 45-64",Mood,,No,"July 5, 2023 6:39 PM",Decrease,,No,,Mood,"April 15, 2025 5:23 PM",No,No,3,0,0,0,0,0,0,0,,"Agmatine, an amino acid, was found to help depressed people feel better in this study. It relieved symptoms of depression without serious side effects. (https://www.notion.so/Agmatine-an-amino-acid-was-found-to-help-depressed-people-feel-better-in-this-study-It-relieved-s-411bb1edc9d04bb9aa1555a7bbc0a8c3?pvs=21)",,"Agmatine, an amino acid, was found to help depressed people feel better in this study. It relieved symptoms of depression without serious side effects. (https://www.notion.so/Agmatine-an-amino-acid-was-found-to-help-depressed-people-feel-better-in-this-study-It-relieved-s-bf9402f75f9c42ac99847946d650a0d5?pvs=21)",Both sexes,Depression Symptoms,0,0,0,0,0,0,0,Agmatine,,Non-controlled trial,1-6 Months,http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=8895125&fileId=S1601521512000201,,✅,Agmatine (https://www.notion.so/Agmatine-1d659c2aeec58148af42c4240095ce0b?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/12208645,No,"18-29, 30-44",Mood,,No,"July 5, 2023 6:42 PM",Decrease,,No,"Funding by GlaxoSmithKline, appears to be involved in conducting the study as well",Mood,"April 18, 2025 4:21 PM",No,No,81,0,0,0,0,0,0,0,," The AA group experienced a decrease in Beck Depression scores. (https://www.notion.so/The-AA-group-experienced-a-decrease-in-Beck-Depression-scores-21b2bcdf03c448f1b3f7cc2a3775fc29?pvs=21)",Untitled (https://www.notion.so/1c6465d3253d4569b306bef73fad7b7b?pvs=21)," The AA group experienced a decrease in Beck Depression scores. (https://www.notion.so/The-AA-group-experienced-a-decrease-in-Beck-Depression-scores-296a1ca92faf48f9b29fa001dbdfc2b7?pvs=21)",Both sexes,Depression Symptoms,0,0,0,0,0,0,0,"Vitamin C ",,Double-blind,1-2 Weeks,https://pubmed.ncbi.nlm.nih.gov/12208645,,✅,Vitamin C (https://www.notion.so/Vitamin-C-1d659c2aeec581f6a847d89390f77a4e?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/15775873,No,45-64,"Mood,Cognition,Inflammation",,No,"July 5, 2023 6:53 PM",Decrease,,No,,"Mood,Cognition,Inflammation","April 17, 2025 4:46 PM",No,No,55,0,55,0,0,0,0,0,,"The trial did measure inflammation through VCAM-1 and CRP, which are commonly used as markers of inflammation. However, the study found no significant change in these markers after treatment with Melbrosia. (https://www.notion.so/The-trial-did-measure-inflammation-through-VCAM-1-and-CRP-which-are-commonly-used-as-markers-of-inf-f6c809ef87b840bb842ff59e4f70bb0b?pvs=21)","Untitled (https://www.notion.so/0a75193816384b3eb5db0d255a65aa3e?pvs=21), Untitled (https://www.notion.so/337fbcf985b4434e9a02c0e3429ec438?pvs=21), Untitled (https://www.notion.so/3a0491ed4fba4261a9b7cf9e0e453127?pvs=21)","Treatment with Melbrosia led to a statistically significant reduction in the Zung Depression Score. (https://www.notion.so/Treatment-with-Melbrosia-led-to-a-statistically-significant-reduction-in-the-Zung-Depression-Score-858d01ef75c947c086e5e05f59d0a645?pvs=21), The Frankfurt Self-concept Scale revealed significant improvement in problem-solving (https://www.notion.so/The-Frankfurt-Self-concept-Scale-revealed-significant-improvement-in-problem-solving-85333970c81a41abb61f7f3433b08618?pvs=21), The trial did measure inflammation through VCAM-1 and CRP, which are commonly used as markers of inflammation. However, the study found no significant change in these markers after treatment with Melbrosia. (https://www.notion.so/The-trial-did-measure-inflammation-through-VCAM-1-and-CRP-which-are-commonly-used-as-markers-of-inf-12a98c893b0d4277b0a0f1a6321f3684?pvs=21)",Female,Depression Symptoms,0,1,0,0,0,0,0,Royal Jelly,,Non-controlled Trial,1-6 Months,https://pubmed.ncbi.nlm.nih.gov/15775873,,"✅,✅,✅",Royal Jelly (https://www.notion.so/Royal-Jelly-1d659c2aeec581529d42e0858ba1f63e?pvs=21)
http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3080753/,No,13-17,Mood,,No,"July 6, 2023 3:59 PM",Decrease,,No,,Mood,"July 6, 2023 4:02 PM",No,No,7,0,0,0,0,0,0,0,," Uridine treatment was linked with a reduction in depressive symptoms in adolescents with bipolar disorder. (https://www.notion.so/Uridine-treatment-was-linked-with-a-reduction-in-depressive-symptoms-in-adolescents-with-bipolar-dis-c9cbe012021449c5ac28c03768283c54?pvs=21)",Untitled (https://www.notion.so/0098843d89134bc4b787be850e3efde3?pvs=21)," Uridine treatment was linked with a reduction in depressive symptoms in adolescents with bipolar disorder. (https://www.notion.so/Uridine-treatment-was-linked-with-a-reduction-in-depressive-symptoms-in-adolescents-with-bipolar-dis-1657af769d284b4bbc3cefda6fa092ce?pvs=21)",Both sexes,Depression Symptoms,0,0,0,0,0,0,0,Uridine,,Non-controlled trial,1-6 Months,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3080753/,,✅,
https://pubmed.ncbi.nlm.nih.gov/18482290,No,,"Cognitive Decline,Mood",,No,"July 6, 2023 4:07 PM",None,,No,,"Cognitive Decline,Mood","April 15, 2025 6:03 PM",No,No,225,0,0,0,0,0,0,0,,"DHEA supplementation was found to decrease Beck Depression Inventory scores for both men and women, indicating reduced depressive symptoms,  (https://www.notion.so/DHEA-supplementation-was-found-to-decrease-Beck-Depression-Inventory-scores-for-both-men-and-women--2dff4bcf60e1492c8d3e94517225c2bf?pvs=21), The study found no differences between the DHEA and placebo groups in change over time in cognitive function. (https://www.notion.so/The-study-found-no-differences-between-the-DHEA-and-placebo-groups-in-change-over-time-in-cognitive--4f2ed902792241d2a1d8c5aaa9af8ff7?pvs=21)","Untitled (https://www.notion.so/0ca5499897ea47c0ac36219e31ccb571?pvs=21), Untitled (https://www.notion.so/bd4c4f8b3d854131b19318caedeaf089?pvs=21)","The study found no differences between the DHEA and placebo groups in change over time in cognitive function. (https://www.notion.so/The-study-found-no-differences-between-the-DHEA-and-placebo-groups-in-change-over-time-in-cognitive--0d70cd91af34454c8067fa1f88c1166f?pvs=21), DHEA supplementation was found to decrease Beck Depression Inventory scores for both men and women, indicating reduced depressive symptoms,  (https://www.notion.so/DHEA-supplementation-was-found-to-decrease-Beck-Depression-Inventory-scores-for-both-men-and-women--0b28abf7f97f493495de5d7c087a4682?pvs=21)",n/a,"Cognition, Depression Symptoms, Subjective Wellbeing",0,0,0,0,0,0,0,DHEA,,Double-blind,n/a,https://pubmed.ncbi.nlm.nih.gov/18482290,,"✅,✅",DHEA (https://www.notion.so/DHEA-1d659c2aeec5816a8238d5fa84e9d5d3?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/29369810,No,"7-12, 13-17, 18-29","Anxiety,Sleep Quality,Mood",,No,"July 6, 2023 4:09 PM",None,,No,,"Anxiety,Sleep Quality,Mood","April 17, 2025 4:30 PM",No,No,100,0,0,0,0,0,0,100,," The study found that Melissa officinalis can decrease depression in female adolescents. (https://www.notion.so/The-study-found-that-Melissa-officinalis-can-decrease-depression-in-female-adolescents-0d2ed2245e254401af854875675150ee?pvs=21),  Melissa officinalis capsules significantly decreased psychosomatic symptoms, anxiety and sleeping disorder, and social function disorder in the experiment group compared to the placebo group. (https://www.notion.so/Melissa-officinalis-capsules-significantly-decreased-psychosomatic-symptoms-anxiety-and-sleeping-di-a917a1e3c6ff4a08938d7a43cfb6e986?pvs=21),  Melissa officinalis capsules significantly decreased psychosomatic symptoms, anxiety and sleeping disorder, and social function disorder in the experiment group compared to the placebo group. (https://www.notion.so/Melissa-officinalis-capsules-significantly-decreased-psychosomatic-symptoms-anxiety-and-sleeping-di-af260460caae42b3bf47ed928a94c261?pvs=21)","Untitled (https://www.notion.so/18ff68202798470f868b12692757abed?pvs=21), Untitled (https://www.notion.so/5a6aa5764fc8494faee81e2821a387a3?pvs=21), Untitled (https://www.notion.so/9642ceab15c340bb9c62a728000dbe6a?pvs=21)"," Melissa officinalis capsules significantly decreased psychosomatic symptoms, anxiety and sleeping disorder, and social function disorder in the experiment group compared to the placebo group. (https://www.notion.so/Melissa-officinalis-capsules-significantly-decreased-psychosomatic-symptoms-anxiety-and-sleeping-di-9e27d70c573d4e818a59ee88e2fd7868?pvs=21),  Melissa officinalis capsules significantly decreased psychosomatic symptoms, anxiety and sleeping disorder, and social function disorder in the experiment group compared to the placebo group. (https://www.notion.so/Melissa-officinalis-capsules-significantly-decreased-psychosomatic-symptoms-anxiety-and-sleeping-di-2f4936e5ddc143e89798df302aba8013?pvs=21),  The study found that Melissa officinalis can decrease depression in female adolescents. (https://www.notion.so/The-study-found-that-Melissa-officinalis-can-decrease-depression-in-female-adolescents-470f614f83364972bd92945d256bf232?pvs=21)",Female,Depression Symptoms,0,0,0,0,0,0,1,Lemon Balm,,randomized controlled trial,1-6 Months,https://pubmed.ncbi.nlm.nih.gov/29369810,,"✅,✅,✅",Lemon Balm (https://www.notion.so/Lemon-Balm-1d659c2aeec5811da2c1fce9fbd59fd0?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/21961774,No,,Attention,,No,"July 6, 2023 4:15 PM",Decrease,,No,,Attention,"April 18, 2025 4:28 PM",Yes,No,699,0,0,0,0,0,0,0,,"This research study analyzed the results from ten different experiments that involved nearly 700 children with ADHD. It found that supplements containing omega-3 fatty acids, particularly a type called eicosapentaenoic acid, can help reduce ADHD symptoms a bit. These supplements didn't work as well as usual ADHD medications, but they still made a difference and could be useful. (https://www.notion.so/This-research-study-analyzed-the-results-from-ten-different-experiments-that-involved-nearly-700-chi-9dfd6fecff544285853b08db226f3eb2?pvs=21)",,"This research study analyzed the results from ten different experiments that involved nearly 700 children with ADHD. It found that supplements containing omega-3 fatty acids, particularly a type called eicosapentaenoic acid, can help reduce ADHD symptoms a bit. These supplements didn't work as well as usual ADHD medications, but they still made a difference and could be useful. (https://www.notion.so/This-research-study-analyzed-the-results-from-ten-different-experiments-that-involved-nearly-700-chi-dc45e8be4ed44eed8ac905cf1b2bf651?pvs=21)",n/a,ADHD Symptoms,0,0,0,0,0,0,0,Fish Oil,,Meta-analysis,n/a,https://pubmed.ncbi.nlm.nih.gov/21961774,,🎓,Fish Oil (https://www.notion.so/Fish-Oil-1d659c2aeec58131bac5d0a07c5381f7?pvs=21)
